@~f+ragh-	to repeatedly or continuously V though perhaps unnecessarily or unsucessfully	qimagraghtuq ‘he keeps trying to flee’ (from qimag- ‘to flee’); tuqlughraghtuq ‘he keeps calling out in vain’ (from tuqlugh- ‘to call out’); melugraghtuq ‘he’s repeatedly sucking something’ (from melug- ‘to suck’); puvugraghtuq ‘it’s repeatedly pecking’ (from puvug- ‘to peck’); qesugraghaa ‘he’s repeatedly or continuously pulling it out’ (from qesug- ‘to pull out’); qupughraghaa ‘he’s shreding it’ (from qupugh- ‘to split’); saagraghaa ‘he’s spreading it out’ (from saag- ‘to scatter’); supughraghaa ‘he’s repeatedly blowing on it (the fire)’ (from supugh- ‘to blow on’); tukeghraghtuq ‘he’s repeatedly kicking with both feet’ (from tukegh- ‘to kick with both feet’); tuqlughraghtuq ‘he’s repeatedly calling out’ (from tuqlugh- ‘to call out’); alungraghtuq ‘it’s repeatedly licking (its paws, often)’ (from alunge- ‘to lick’); also aarraghtuq ‘he’s dressing in a fancy way’ (from aate- ‘to dress’; though perhaps not with this postbase)	-раӷ-	
@~f+vik	place to V; time to V (esp. in month names)	inivik ‘place to hang things’ (from ini- ‘to hang’); neghvik ‘place to eat’ (from negh<e>- ‘to eat’); taaqfik ‘stopping place’ (from taaqe- ‘to stop’); kaatfik ‘place to arrive’ (from kaate- ‘to arrive’); ingaghfik ‘place to lie down’ (from ingaghte- ‘to lie down’); qavaghvik ‘place to sleep’ (from qavagh- ‘to sleep’); yughaghvik ‘church’ (from yughagh- ‘to pray’); igaghvik ‘school, writing place’ (from igagh- ‘to write’); iteghvik ‘entrance’ (from itegh- ‘to enter’); meghtaghvik ‘well or other place to get water’ (from meghtagh- ‘to get water’); nalugvik ‘airfield, site where birds land’ (from nalug- ‘to land from the air’); nuuvik or nuufik ‘eye of needle, eyelet’ (from nuuve- ‘to thread’); qungughvik ‘cemetary’ (from qungugh- ‘to bury’); sughmavik ‘checkerboard, or checkerboard-patterned material’ (from sughma- ‘to play checkers or chess’); ulimavik ‘workshop, factory’ (from ulima- ‘to make’); in addition, many month names contain this postbase, for example: Palighvik ‘August, September’ (from paligh- ‘to turn autumn colors (of vegetation)’	-вик	
@~f+vike-	to have as a place or as object of one's V-ing	quyavikaa ‘he is thankful to her’ (from quya- ‘to be thankful’); uqiitfikaa ‘he took shelter in it’ (from uqiite- ‘to take shelter’); igughivikaa ‘he is sticking up for someone against him’ (from igughi- ‘to stick up for someone, to defend someone verbally’); igamsiqayugvikamken ‘I am thankful to you, I thank you’ (from igamsiqayug- ‘to feel thankful’)	-викы-	
@~f+yaaghagh-	to readily V	liisaaghaghtuq ‘he readily learns (a little)’ (from liite- ‘to learn’); qeneghsaaghaghtuq ‘he easily feels slighted’ (from qeneghte- ‘to get angry’); temsiyaaghagh- ‘to want to laugh but supress it’ (from root temsi- ‘find something funny’, as in other Eskimo languages)	-я̄ӷаӷ-	
@~f+yaaghte-	to learn to V	atughyaaghtuq ‘he learned to sing’ (from atugh- ‘to sing’)	-я̄ҳты-	
@~f+yagh-1	to go somewhere in order to V; to go V-ing; to go to celebrate N; to hunt N	inghuyaghtuq ‘he went to pick berries’; (from inghu- ‘to pick berries’); Santiyaghtuq ‘he went to Sunday service’; (from Santi ‘Sunday service’); qawaagyaghtuq ‘he went bird hunting’; (from qawaak ‘bird’); ukazighyaghtuq ‘he went rabbit (hare) hunting’ (from ukaziq ‘rabbit (hare)’); Kusmeyaghtuq ‘he went home for Christmas’; (from Kusmae ‘Christmas’); movie-yaghtuq ‘he went to a movie’; igaghyaghtuq ‘he went to school; he is attending school’ (from igagh- ‘to write’); lluuquyaghtuq ‘he went hunting with a sling’ (from lluuqu- ‘to use a sling’); neghsaghyaghtuq ‘he is hunting seal’ (from neghsaq ‘seal’); ayveghyaghtuq ‘he is hunting walrus’ (from ayveq ‘walrus’); kaviighyaghtuq ‘he is hunting fox’ (from kaviiq ‘fox’); quyngighyaghtuq ‘he went after reindeer’ (from quyngiq ‘reindeer’); Aghnaghaghyaget pagunghaghyaamalghiit. ‘Lots of girls went out picking berries.’ (from pagunghaq ‘berry’) (UNGAZ. UNGIP. 71)	-яӷ-1	
@~f+yagh-2	to V but …; to V in vain; to V without the desired results	inghuyaghyaghtuq ‘he went to pick berries, but it  didn't work out as planned or as desired’ (from inghu- ‘to pick berries ‘); Nutaan neghnaqsaghtuq ighlegutaa. ‘In vain he tried to eat , but he [his father] refused to give anything to him.’ (from neghnaqe- ‘to be going to eat’) (UNGIPAGHAGH. 67); also occurs in the marker of the “participial oblique” verb mood; cf. -kaayagh-	-яӷ-2	
@~f+yaghagh-	V early	aanyaghaghtuq ‘he went out early’ (from aane- ‘to go out’); taghtughyaghaghtuq ‘he woke up early’ (from taghtugh- ‘to awaken’); Seghleghhalek maakughsi neghlaaghpenaasi kepsughyaghaghllequsi, …. ‘Listen, don’t eat too much too fast or you might get full too soon, ….’ (from kepsugh- ‘to be full (of food)’)(SULUWET 88); also may appear in a nominalized form: aanyaghaq ‘first one out’ (from aane- ‘to go out’), and maybe aawhkayaghaq ‘several days ago, some time ago’ (cf. aawkagh- ‘for spring to come’)	-яӷаӷ-	
@~f+yaghaq	device for V-ing; place for V-ing	non-productive; qiivyaghaq ‘bend in trail’ (from qiive- ‘to turn’); nugyaghaq or nungyaghaq ‘tunnel entrance to semi-subterranean house’ (from root nuge-, as in nuug- ‘to come to the surface’); nevyaghaq ‘baleen strip used for fishing line’ (from neve- ‘to cling’); tevyaghaq ‘mountain pass’ (from teve- ‘to go over’)	-яӷақ	
@~f+yaghpete-	to evidently have V-ed but in vain	iteghyaghpetuq ‘evidently he went in but in vain’ (from itegh- ‘to go in’)	-яҳпыты-	
@~f+yaghqaa-	to need to V; to be supposed to V; to V in the future	takes intransitive endings only; Natenngam pilleqesta, sayaghqaasta, apaay? ‘How will we act, what should we do, grandpa?’ (from sa- ‘to do what’) (KALLAG. 77);the final a is underlyingly u, thus w rather than g in, sameng neghyaghqaawa? ‘what should he eat?’; for transitives the postbase -yaghqaqe- is used instead	-яҳқā-	
@~f+yaghqaaghte-	to become necessary to V; to have to V now	Enkaam pingayu ayumiqulleq atughluku amiinguq simighyaghqaaghtekayuguftut. ‘And after three years its [the boat’s] skins would be due for a change.’ (from simigh- ‘to change’) (SIVUQ. NANGAGH. 1:168)	-я̄ҳқаҳты-	
@~f+yaghqaq	something that will V or be V-ed	inghuyaghqat ‘berries to be picked’ (from inghu- ‘to pick berries’); neghyaghqaq ‘something to eat’ (from negh<e>- ‘to eat’); tuqusaghqaq ‘something to kill’ (from tuqute- ‘to kill’); qavaghyaghqaq ‘someone who will sleep’ (from qavagh- ‘to sleep’); laagyaghqaq ‘that which will be dug’ (from laag- ‘to dig’); igaghyaghqaq ‘paper, writing paper’ (from igagh- ‘to write’)	-яҳқақ	
@~f+yaghqaqe-	to need to V; to be supposed to V; to V in the future	takes transitive endings only ; example: Paninang akeqluku keneghmun anusimingllaghyaghqaqegkanga. ‘Thus He [God] had promised him that he would punish him [the Devil] in the fire [of Hell].’ (from anusimingllagh- ‘to punish’) (SIVUQ. NANGAGH. 2:252); for transitive endings the postbase -yaghqaa- is used instead	-яҳқақы-	
@~f+yaghtugh-	to be about to V; to go somewhere to V	aglaghyaghtughtuq ‘he is about to go home, to leave’ (from aglagh- ‘to go home, to leave’)	-яҳтуӷ-	
@~f+yagute-	to reach a state of V-ing	nalluyagutaa ‘he finds that he doesn't know enough about it’ (from nallu- to not know’); piksagutaqa ‘it's mine now; I own it’ (from pike- ‘to own’); aflengaksagutaa ‘he has come to value and care for it’ (from aflengake- ‘to value and care for’); takaghyagutaa ‘he has become shy toward him’ (from emotional root takagh- ‘shy’)	-ягуты-	
@~f+yaquna-	don't ever V!	emphatic prohibition for the future; used with endings somewhat like those of the special subordinative in -na-; cf. -gpe-; aghulaqsaqunang ‘don't ever leave’ (from aghulaqe- ‘to leave’);  neghyaqunaan ‘don't ever eat it’, neghyaqunaki ‘don’t ever eat them’ (from negh<e>- ‘to eat’)	-яқуна-	
@~f+yug-	to want to V; to want some N; to tend toward V-ing; to feel V (with emotional roots)	tagiyugtuq ‘he wants to come over’ (from tagi- ‘to come over’); neghyugaa ‘he wants to eat it’ (from negh<e>- ‘to eat’);  taaqsugtuq ‘he wants to quit’ (from taaqe- ‘to quit’); aaghhwsugtuq ‘he wants to crawl’ (from aaghhwe- ‘to crawl’); tuqusugaa ‘he wants to kill it’ (from tuqute- ‘to kill’); laalighsugaa ‘he wants to visit him’ (from laalighte- ‘to visit’); atughyugaa or atuqsugaa ‘he wants to use it’ (from atugh- or atuqe- ‘to use’); qupneghyugtuq ‘he wants some whitefish’ (from qupneq ‘whitefish’); akuutaghyugtuq ‘he want some Eskimo ice cream’ (from akuutaq ‘Eskimo ice cream’); kamegyugtuq ‘he wants skin-boots’ (from kamek ‘skin-boot’); tuquyugtuq ‘he is deathly ill’ (from tuqu- ‘to die’); qinuyugtuq ‘he is sick; he is overwhelmed by the tasks facing him’ (from qinu- ‘to be disinclined to act’); yimiyugtuq ‘he feels shy, intimidated’ (from emotional root yimi- ‘shy, intimidated’)	-юг-	
@~f+yuggaagh-	to first V; to V in the beginning	Kii, Sivungaq neliyuggaaghaqngan iyataghniituq. ‘Golly, while Savoonga was being established there was no cause for hunger.’ (from neli- ‘to establish (a) household(s)’) (SIVUQ. UNGIP. 19); = -yuwhaagh-	-ю̄хāӷ-	
@~f+yuggaaq	first one to V	quyngighniighteksuggaaghet ‘the first population to have reindeer herders’ (from quyngighniighteke- ‘to have (as one’s) reindeer herder’) (SIVUQ. UNGIP. 21); = -yuwhaaq	-юхāқ	
@~f+yugnagh-	to be easy to V	atughyugnaghtuq ‘it is easy to use’ (from atugh- ‘to use’); llaaghaaghyugnaghtuq ‘it is probable’ (related to particle llaaghan ‘certainly’)	-югнаҳқы-	
@~f+yuguma-	to be easy to V	kagimyugumaaq ‘it is easily crushed’ (from kagime- ‘to get crushed’)	-югума-	
@~f+yukagh-	to be ready to V; to be about to V; to be all set to V; to make a move toward V-ing	usually (or always?) used with the negative postbase -gpe- and the special subordinative in -na-; Iiggeni alqimyukaghpenaki taaqaa. 'Without even making a move toward licking her hands she finished it.' (from alqime- 'to lick') (SIVUQ. NANGAGH. 3:198); Ang, piighhangllaa. Nuvagsukaghpenaan mekegraghyukaghpenaan. 'Yes, braid [some thread]. But don't even make a move toward moistening the strands with saliva or smoothing them out with your teeth.' (from nuvagte- 'to apply saliva to', and mekegragh-'to smooth out or make even (with one's teeth)') (SIVUQ. NANGAGH. 3:208); Elngaatall aqfaasimalghii uteghmun qiivyukaghpenani.'He ran hard back home without even making a move toward turning around (to look back).' (from qiive- 'to turn around') (AKIINGQWAGH. 54)	-юкаӷ-	
@~f+yuke-1	to feel V toward; to V toward	used with emotional roots (equivalent in meaning to ~–ke-2) and certain other verb bases; yimiyukaa ‘he feels intimidated by her’ (alternative to yimikaa; from emotional root yimi- ‘intimidated’); ineqsukaa ‘he finds it (baby) attractive’ (from the root ineqe- as in iinqe- ‘to coo a baby’); nenglaghyukaa ‘he laughed at it’ (from nenglagh- ‘to laugh’); piyukaa ‘he wants it, likes it’ (from pi- ‘to do, act’)	-юкы-1	
@~f+yuke-2	to think that one is V-ing or has V-ed	used only in narratives (?); this a “compound verbal” postbase	-юкы-2	
@~f+yuneghtu-	to love to V	ilagaghyuneghtuuq ‘he loves to sing’ (from ilagagh- ‘to sing’); kiyaghsuneghtuut maani ‘they tend to stay here a lot’ (from kiyaghte- ‘to stay’); Qikmighput qilugyuneghtupigtuq. ‘Our dog really loves to bark.’ (SLI JR. DICT. 143) (from qilug- ‘to bark’)	-юныҳту-	
@~f+yuwhaagh-	to first V; to V in the beginning	Saavlankutgun angyaghyuwhaaghtunga. ‘The first time I  hunted by boat was with Saavla’s boat.’ (from angyagh- ‘to go hunting by boat’) (SIVUQ. NANGAGH. 2:180); Neghsaghllaguyaghpetughnguq qazigyameng neliyuwhaaghaqngameng. ‘They said that there were lots of spotted seal while they were first establishing a home [there].’ (from neli- ‘to establish (a) household(s)’) (SIVUQ. NANGAGH. 2:234); = -yuggaagh-	-ю̄ӱьāӷ-	
@~f+yuwhaaq	first one to V	Dr. Jackson yusqughhaaguq piinlighiyuwhaaghtevut ugpeghmeng, maakenllu quyngimeng. ‘Dr. Jackson was a little man, the first one to intruduce us to Christianity and from then to reindeer (herding).’ (from piinlighi- ‘to provide a beginning, to introduce’) (SIVUQ. NANGAGH. 2:50); pangeghsuwhaalqa ‘my first trip to Chukotka’; = -yuggaaq	-юӱьāқ	
?fkagh-	to cause one to V	non-productive; tuqufkaghtuq ‘he knocked himself out’, tuqufkaghaa ‘he knocked him out’ (from tuqu- ‘to die’); ukifkaghaa ‘he punctured it’ (from uki- ‘to get a hole’)	-фкаӷ-	
~fngiighhaq*	small N; little N	used only withvowel-ending bases; with consonant-ending bases the postbase -ghhaq (q.v.) is used instead; yaywaalingiighhaq ‘little orphan’ (from yaywaali ‘orphan’); nengiighhaq ‘little place’ (from nae ‘place’); iiyngiighhaq ‘little eye’ (from iyae ‘eye’); nenglungiighhaq ‘small sod house’ (from nenglu ‘sod house’); sangiighhaq ‘small thing, small amount’ (from sa ‘thing, something’)	-ңӣҳақ	
–fqagh-/–fqaa-	without V-ing; don't V	used with what are essentially possessed relative endings in place of -gpe- and the subordinative with -na- (rather than -lu-) to mean ‘not V-ing’ or ‘without V-ing’; qavafqaami ‘without sleeping’ (from qavagh- ‘to sleep’); also constitutes a negative optative, with ending agreeing with subject for intransitive, and object for transitive; neghefqaavek ‘don't eat!’; neghefqaan don't eat it!’; neghefqiita ‘don't eat them!’ (from negh<e>- ‘to eat’ via *neghefqaghan and *neghefqaghita); kenifqaama ‘don't point at me!’ (from kenigh- ‘to point at’)	-фқаӷ- - -фқā-	
+fte-/+pete-	to evidently V or have V-ed; to turn out to (be) V	indicates that the speaker did not actually directly observe what he is reporting (thus the English word ‘evidently’ might be too strong a translation); the form -fte- is used with vowel-ending bases, and the form -pete- is used with consonant ending bases (in the variant, (pete) is used with consonant-ending bases); panikeftan ‘evidently she is your daughter’ (from panike- ‘to have as one's daughter’); utaqiigaqeftuq ‘evidently she is waiting for someone’ (from utaqiigaqe- ‘to be waiting for someone’); iyataghpetuq (or iyataghpeteftuq) ‘evidently he is hungry’ (from iyatagh- ‘to be hungry’); maqallaghllaguftuq ‘it turned out to have a lot of algae’ (from maqallghllak ‘(one having) lots of algae’) Taawa neqekranglaghvilguftut. Tanemlleqa tawani neqekrangllaghvigitnun gaaghviguftuq. ‘Evidently they had a bakery. And evidently it was a place to “cook” their bread.’ (SIVUQ. NANGAGH. 2:214); may be used with the verb of a "because" clause headed by the particle qayughllak ‘because’, when what the main clause says is the primary evidence for that which is indicated by the "because" clause: ingaghtuq qayughllak qavaghniftuq ‘he lay down because (evidently) he was sleepy’; a variant is +(pete)fte-: iteghpeteftuq ‘evidentally he went in’ (variant of iteghpetuq) (from itegh- ‘to go’)	-фты- - -пыты-	
~fughtagh-	to V all things available; to V completely	probably non-productive; used only with bases that end in e; neghughtaghaa ‘he ate it all’ (from negh<e>- ‘to eat’); uguqughtaghtuq ‘he got badly burned’ (from uguqe- ‘to get burned’); ungangughtaghtuq ‘he caught a lot of sea mammals’ (from unange- ‘to catch sea mammal(s)’)	-уҳтаӷ-	
